text,date
$AAPL $SPY retest highs before retesting lows. Low retest should briefly break then soar to new ATH as the dollar crumbles. The F-upped truth.,2020/4/9 23:54
"The virus' aftermath, an illusion of finality despite cyclicality of nearly all viruses, predicts a second, possibly more deadly outbreak in the fall.

Matrix Updated #Stocks #Bonds #Commodities #Bitcoin 
https://t.co/0LMEopLdbC https://t.co/Eohy7rFYrF",2020/4/9 23:53
RT @dynamicvol: $SPX is caught in the middle of the ultimate gladiator match between liquidity (Fed) and solvency (economy).,2020/4/9 23:53
"RT @Crypto____World: 🇿🇼ZIMBABWE🇿🇼

CRYPTO NEWS🌍

Government teams up with Apollo to launch national cryptocurrency🌍

#apollocurrency #crypt…",2020/4/9 23:53
"RT @Crypto____World: 🇿🇼ZIMBABWE🇿🇼

CRYPTO NEWS🌍

Government teams up with Apollo to launch national cryptocurrency🌍

#apollocurrency #crypt…",2020/4/9 23:53
"https://t.co/9VjKMnpm7n

#Cheniere Energy up 5.7% = $528.8 million gain. $LNG has made notable gains in 9 of the last 30 trading sessions.

#stockMarket #stocks #trading #market #investing #NASDAQ #NYSE #publicUtilities #oil #gas https://t.co/0NgSarOtlc",2020/4/9 23:53
"$SPX thus far, monthly ichimoku cloud has acted as support. https://t.co/TXYCsiUAuc",2020/4/9 23:52
"Peak profit for the last 6 expired option alerts for $V 4.15 % | 87.50 % | 204.75 % | 77.50 % | -0.46 % | 35.10 % |   

https://t.co/MilpmYSlAQ https://t.co/DHmy4i38XN",2020/4/9 23:52
"$ZM Poor execution on this trade, But good profits. Watch it on episode 48 of my Live Day trading Show.

https://t.co/3ejGzfwp9a

#stocks
#StockMarket #StocksToTrade #Daytrader",2020/4/9 23:52
RT @TommyThornton: Added back 5 ETF shorts late in the day.  I'll fight the Fed at $SPX 2800 with likely 20% unemployment,2020/4/9 23:50
"RT @HedgeyeComm: I get that $FB and $GOOGL are ""great"" companies... but when 90% of your revenues is another company's variable cost and a…",2020/4/9 23:50
The QE fever seems to be beating the coronavirus fever. $SPX,2020/4/9 23:50
RT @JdMullins2: @WrittenCuriosi1 Yes! I just saw $AAPL revised their 2020 Q2 guidance….. people aren’t going to be buying phones when they…,2020/4/9 23:50
RT @Northst18363337: Gold miners flying today. Long term bull market in the early stages here #gold #silver #preciousmetals #GDX #GDXJ #HUI…,2020/4/9 23:50
"RT @CheddarFlow: Some highly unusual orders we caught today
$SPY $SLV 

#stocks #options #optionsflow https://t.co/HeWoYWtq9k",2020/4/9 23:49
"RT @CheddarFlow: Some highly unusual orders we caught today
$SPY $SLV 

#stocks #options #optionsflow https://t.co/HeWoYWtq9k",2020/4/9 23:49
"RT @LanceRoberts: $JPM has stopped making Small #Business #Loans outside of those #guaranteed by the #Government. 
F.U.C.K. Y.O.U.
We baile…",2020/4/9 23:49
"RT @KobeissiLetter: S&amp;P 500: $SPX 2008 VS 2020 COMPARISON.

We see a near identical setup now in a three wave bear market as in 2008.

Bega…",2020/4/9 23:48
"Buy $SPX

https://t.co/BokMt4s8RS",2020/4/9 23:48
"https://t.co/9VjKMnpm7n

#Gannett up 25.3% = $24.6 million gain. $GCI has made notable gains in 11 of the last 41 trading sessions.

#stockMarket #stocks #trading #market #investing #NASDAQ #NYSE #basicIndustries #newspapers https://t.co/1TJehlBwx2",2020/4/9 23:48
"Traders, did you secure the 💰 this week? $SPY $ASTC $ICD $CLMT $ACY $TLSA $NLS $TSLA $BABA $AAPL",2020/4/9 23:48
Join the academy like members in Bali visit https://t.co/pXcDPCBbJL and email richtvlive@gmail.com #richtvlive #daytrade #money #investment #stocks #stockstotrade #stockstowatch #trading #academy #gold #coronavirus #etf… https://t.co/w9G8DWaMJ2,2020/4/9 23:48
"RT @TJAnderson1: The #Russell2000 was +4.5% today, wildly outperforming the #DJIA and #SP500 and no one in the financial media will explain…",2020/4/9 23:48
@QuisitiveInvest @inner_scorecard Its incredible how resilient quality has been. My chance to buy $MSFT cheap never came...,2020/4/9 23:48
"RT @PeterLBrandt: $SPX 

Load released https://t.co/3X1fasBjBD",2020/4/9 23:48
"RT @syinvesting: #COVID19 Good @NatRevDrugDisc article on the COVID-19 vaccine landscape: https://t.co/z0cdGU4vQD

""The global COVID-19 vac…",2020/4/9 23:47
RT @Northst18363337: Gold miners flying today. Long term bull market in the early stages here #gold #silver #preciousmetals #GDX #GDXJ #HUI…,2020/4/9 23:47
"RT @3vatronic: Today's trade 9th April 2020 $JPM for Earnings. I was not expecting it to rip like that, earnings move looks almost priced i…",2020/4/9 23:47
Visa to launch debit card offering bitcoin rewards $V $GBTC  https://t.co/YJoYQfDRvA,2020/4/9 23:47
"RT @CNBCnow: BREAKING: Disney+ surpasses 50M subscribers globally; $DIS shares pop more than 4% after hours 

https://t.co/SLfhgCMvbd https…",2020/4/9 23:47
"@TheRealBudBundy #YEP #lol ""Today's end of day stock market summary...

$SPX https://t.co/4VapIzvFtp "" $spx $spy $sso $upro $ptlc $ndx $qld $dow $ddm $vix $dax $cac $ftse https://t.co/LWFeDmLFIO",2020/4/9 23:46
@onIinesanjaya Nahhhh just found out nas100 pay like us30 buy go in the negative like Spx500 the spreads be lower lmao that’s my baby,2020/4/9 23:46
"RT @LanceRoberts: $JPM has stopped making Small #Business #Loans outside of those #guaranteed by the #Government. 
F.U.C.K. Y.O.U.
We baile…",2020/4/9 23:46
"RT @leadlagreport: The Greatest Disconnect Between Stocks And The Economy In History. NEW POST.

Let's both state the obvious, and benefit…",2020/4/9 23:45
"🕷️The S&amp;P 500 had its best week since 1974 as signs of a plateau in new COVID-19 cases restore investor confidence and bumped the index by 12%. Greed overtakes fear in the stock market, but don’t be lured into this short-lived rally.
$SPY $SPX https://t.co/tBds4FKAWS",2020/4/9 23:45
RT @AdamMancini4: Critical few hours coming here in $SPX. We made it to the 2780 zone i've called for all week and have now overshot- this…,2020/4/9 23:45
"@andrewrsorkin @opinion_joe TARP made money because the assets they bought were cheap(mid teens loss adjusted yields on the bonds and equity valuations at 1000 on sp500). This time around, IG is at 3%, HY at 6%(pre loss adjusted), and sp500 at 2800! I hope the Treasury doesn't have losses but margin is thin",2020/4/9 23:45
RT @R2112YYZ: Bill Gates says US government cant wave a wand and all of a sudden the economy is anything like it was before the coronavirus…,2020/4/9 23:44
"RT @3vatronic: Today's trade 9th April 2020 $JPM for Earnings. I was not expecting it to rip like that, earnings move looks almost priced i…",2020/4/9 23:44
@ChrisNawojczyk I’m long $XOM but short $CVX just in case this market spazzes.,2020/4/9 23:44
"RT @TheRealBudBundy: Today's end of day stock market summary...

$SPX https://t.co/GlJ4AXow3Z",2020/4/9 23:44
"RT @SenseiHov: $ES

Updated micro on $ES_F

#es_f getting the divergences I was talking about in my last chart

Tons of confluence building…",2020/4/9 23:44
RT @ChrisNawojczyk: After a long day at the capital markets it's sure nice to sit at Financial Twitter with a cup of organic hot tea. #Oil…,2020/4/9 23:43
"RT @EnergyCredit1: @MagFul @cate_long Ok and the US company with business and customers in Asia? $AAPL not gonna leave China, US company af…",2020/4/9 23:43
RT @R2112YYZ: Bill Gates says US government cant wave a wand and all of a sudden the economy is anything like it was before the coronavirus…,2020/4/9 23:43
"RT @chiumeister: SEC reports show $AAPL CFO Luca Maestri sold 41,062 shares of @Apple at a average cost of 264.44 on April 7th

This brings…",2020/4/9 23:43
"RT @WhatTheBit: $AAPL CFO Luca Maestri DUMPS $10.8 MILLION WORTH OF SHARES

https://t.co/KAOZZ5sT0o",2020/4/9 23:43
RT @desert_of_life: @TommyThornton @KentsBrokerage 2900 more reasonable.. Weekly many looks bullish. $aapl looks good at the moment.,2020/4/9 23:42
"RT @MightySoldiers: #OrderFilled
+0.29% entire account
$BIOL
+5.13%
$BIOC
+1.19%
OPTIONS
+11.69% on account
$CCL
+220%
$ZM
+50%
+33%
$I
+11…",2020/4/9 23:42
"RT @TradinTheTrends: Ripping us into 50% retrace 

During a recession 

Making investors believe the FED won’t let this drop creating some…",2020/4/9 23:42
"RT @MightySoldiers: I hope everyone has a great weekend! This week has been great for options, and not so bad for a couple quick trades tod…",2020/4/9 23:42
RT @IchimokuD: April 9-10 Ichimoku Review $SPX $AAPL  $WHR $CAT McClellan doing what it did in Jan 2019 https://t.co/quCsUdaltM,2020/4/9 23:42
"RT @WhatTheBit: $AAPL CFO Luca Maestri DUMPS $10.8 MILLION WORTH OF SHARES

https://t.co/KAOZZ5sT0o",2020/4/9 23:42
RT @AlienOvichO: $AAPL As long as $256 low is holding then the stock can still see further upside toward $284 before another pullback takes…,2020/4/9 23:42
"RT @HighDividends: 'Once In A Decade' Opportunity To Buy 3 Durable REITs For Income

https://t.co/pFBkq6E3ha

#investing #investors #invest…",2020/4/9 23:42
"RT @NorthmanTrader: I repeat: The Fed is recklessly distorting everything.
$JNK $SPX https://t.co/fDHaY5MKUW",2020/4/9 23:42
RT @AlienOvichO: Watch this video explaining the current structure taking place in $AAPL   https://t.co/aKp1Oy4qlX #elliottwave #trading #S…,2020/4/9 23:42
RT @BearHillTrading: Thank you @BearBullTraders for the end of the week chat room party. Little things like this mean a lot in times like t…,2020/4/9 23:42
RT @AlienOvichO: $AAPL Reached extreme area at $215 - $188 from where a reaction higher took place   #elliottwave #trading https://t.co/9du…,2020/4/9 23:41
RT @SoslandSeminar: US #equity markets built on weekly gains with significant advances Wednesday on signs of stabilization in the spread of…,2020/4/9 23:41
"RT @stocks_hound: Torque Esports @TorqueEsport &amp; ESPN @espn @Disney $DIS

Team up to bring Esports racing Live on Televison
4/11/20 @12:00…",2020/4/9 23:41
RT @TommyThornton: Added back 5 ETF shorts late in the day.  I'll fight the Fed at $SPX 2800 with likely 20% unemployment,2020/4/9 23:41
"https://t.co/9VjKMnpm7n

Independence Realty Trust up 16.9% = $131.2 million gain. At $776.1 million marketCap, $IRT represents 1.3% of the $57.9 billion #NASDAQ/#NYSE #residential #reits industry.

#stockMarket #stocks #trading #market #investing #NASDAQ #NYSE https://t.co/fE5pQPllkA",2020/4/9 23:41
"Torque Esports @TorqueEsport &amp; ESPN @espn @Disney $DIS

Team up to bring Esports racing Live on Televison
4/11/20 @12:00 ET

@NASCAR @NASCARonNBC @FOXNascar @espnmma @ESPNMusic @FoxNews @CNN 
#overwatch #CallofDuty #ApexLegends #APEX #FortniteOperatives 

https://t.co/4eckUwAmev",2020/4/9 23:41
Established Elliott Wave SP500 $NDX $ES #stocks #futures   day trading  https://t.co/JryNcq7dRB https://t.co/EZgfkOGLgr,2020/4/9 23:41
"$SPX is at 2800 50% FiB resistance level. It will either go above it or fall to 2600 next week.

Place your bets. https://t.co/loleRIbJpJ",2020/4/9 23:40
RT @joepete58: Uhhhh I guess paid vacation is over $aapl going to make me earn my paycheck again. UGH fucking phone support whole reason I…,2020/4/9 23:40
RT @OSpreadhacker: $AAPL May 1st 205/200/195 put butterfly ($0.47 profit/contract already banked),2020/4/9 23:40
"RT @quakes99: Thanks for the updates! ⏰🙏 An even stronger close for Paladin $PDN Up 20%, Boss $BOE Up 15% and Bannerman $BMN getting a 12%…",2020/4/9 23:40
"$V - Last six months, 44 option alerts peaked above 100% after they were triggered by the algo  

https://t.co/MilpmYSlAQ https://t.co/bX7WhD1n57",2020/4/9 23:40
"I hope everyone has a great weekend! This week has been great for options, and not so bad for a couple quick trades today as well. Don't forget about @Benzinga's Options Boot Camp!
April 18
https://t.co/MfLUENeBBi
#daytrading #stocks #investing #profits #options #OptionsTrading https://t.co/UNWo39gIWL",2020/4/9 23:40
RT @TradeWithNinja: $SPY 248.20 &lt;—— this is you real level to defend on the downside. Below is us Bears play ground. Above remains bullish.…,2020/4/9 23:40
$BAC Option Order Flow Sentiment has Turned from Bearish to Bullish. https://t.co/0DcKxu7q9B,2020/4/9 23:39
"RT @permabear_uk: $AAPL settled +0.7% at $267.99, and that made for a black candle. Red gap is likely going to get retraced to. https://t.c…",2020/4/9 23:39
"Next weeks game plan. The most painful path is higher to 300 in the $SPY next week. Earnings don’t matter. No new buyers or sellers, just shorts buying. $QQQ, $SPX https://t.co/QitjddoSgr",2020/4/9 23:39
"$SPY $SPX another instance of CNBC's homepage displaying its dissociative identity disorder 🤔
The bulls will say ""but it's priced in!"" and then come cry for a bailout when they get wrecked when we retest the lows. 🙄 https://t.co/vyE2NLHvXS",2020/4/9 23:39
"RT @JeetenSheth: Load up on $AAPL. If they report a down quarter and no guidance, $FED will come to the rescue buying millions of iPhones.…",2020/4/9 23:39
RT @me_think_free: Has the market bottomed out yet? #StockMarket #Stocks #Dow #MAGA #Qanon #KAG,2020/4/9 23:39
RT @racernic: $AAPL. find the right entry points. https://t.co/W0QQXdm8Bf,2020/4/9 23:39
"With $SPX weekly back to 10 EMA, I'm planning for inside week next week with lots of chop between 2640 and 2800.",2020/4/9 23:38
RT @andy_fitzgerald: @MWM76 @hussmanjp @chamath @CNBC I’ll start thinking about going long this market when $AAPL is below 200. Will happen…,2020/4/9 23:38
After a long day at the capital markets it's sure nice to sit at Financial Twitter with a cup of organic hot tea. #Oil got hit hard––bought into $USO weakness; sold my $GLD calls for a handsome profit. #OPEC+'s 10M bpd cut is good news for my $CVX and $XOM shares. #OOTT #Gold,2020/4/9 23:38
RT @JdMullins2: @WrittenCuriosi1 Yes! I just saw $AAPL revised their 2020 Q2 guidance….. people aren’t going to be buying phones when they…,2020/4/9 23:38
RT @SyntheticEquity: @QTRResearch @ScottWapnerCNBC This is pretty embarassing for all these free market proponents to all of a sudden want…,2020/4/9 23:38
"RT @LanceRoberts: $JPM has stopped making Small #Business #Loans outside of those #guaranteed by the #Government. 
F.U.C.K. Y.O.U.
We baile…",2020/4/9 23:38
"lololz😂🤣... i know you see all the perma-bears crying about the Fed and the law
🤫🤫here’s the truth... it’s unemployment day, bears were 3x short and had their positions blown sky high... it’s not about the law🙄

#investingnews #investment #stocks #bonds #investing #economy",2020/4/9 23:38
"RT @KobeissiLetter: S&amp;P 500: $SPX 2008 VS 2020 COMPARISON.

We see a near identical setup now in a three wave bear market as in 2008.

Bega…",2020/4/9 23:38
"RT @BornInvestor: My Portfolio April 9th 2020. Performance since Feb 4th 2020

$DIS +4%
$ROKU +6%
$LVGO +30%
$AYX +17%
$GLOB +1% 
$DDOG +10…",2020/4/9 23:38
"RT @NorthmanTrader: And $SPX finds the quarterly 5 EMA which has moved up quite a bit with this rally.
I consider the reconnect complete. h…",2020/4/9 23:38
"View of the STANDARD &amp; POOR'S 500 🏦
.
📈📊📉
.
#MoneyTrendllc #tradingschool #options #futures #forex #traders #sp500 #nasdaq #nyse #cboe #tradingcharts #BoomWallStreet https://t.co/jEqTUKxW2W",2020/4/9 23:38
"Markets closed tomorrow, enjoy the weekend at home 🏠 and get ready for Monday #stocks #WallStreet #bankholiday #StockMarket #stocktrading https://t.co/nhVxhDZLze",2020/4/9 23:38
RT @davidj_french: A seismic shift is coming: Four of the biggest lenders to US shale are setting up companies that would allow them to sei…,2020/4/9 23:38
"RT @vieiraUAE: Alex Vieira Tesla is the Next Apple Price Target $1,200 @tesla $TSLA $AAPL https://t.co/PgrSNs3sjj",2020/4/9 23:37
83% Upside week.  The last time up or downside volume exceeded 80% for the week was week ending 2/28 (which was downside).  It was followed by a wide range $SPX weekly doji candle and then the bottom fell out on the doji week inside/down.,2020/4/9 23:37
"RT @SenseiHov: $ES

Updated micro on $ES_F

#es_f getting the divergences I was talking about in my last chart

Tons of confluence building…",2020/4/9 23:37
"$V - View historical options performance for V 

https://t.co/MilpmYSlAQ https://t.co/Vy2hVP7Bl9",2020/4/9 23:36
RT @davidj_french: A seismic shift is coming: Four of the biggest lenders to US shale are setting up companies that would allow them to sei…,2020/4/9 23:36
"This correlation has proven to be meaningful..

Supportive of the thesis that protracted market volatility is a function of #COVID19 containment and mitigation..

$SPX $ES_F $VIX https://t.co/HTQu0JLNeq",2020/4/9 23:36
Dow gains 285 points to cap epic rally $AAPL $AMZN $NFLX $TSLA $SPY $ROKU https://t.co/c1CB6Vo3QI,2020/4/9 23:36
RT @TradeWithNinja: $SPY 248.20 &lt;—— this is you real level to defend on the downside. Below is us Bears play ground. Above remains bullish.…,2020/4/9 23:36
RT @TommyThornton: Added back 5 ETF shorts late in the day.  I'll fight the Fed at $SPX 2800 with likely 20% unemployment,2020/4/9 23:35
"RT @MacroCharts: U.S. Economic Uncertainty Index.

History being made: highest spike of all time (35 years of data).

Prior historic spikes…",2020/4/9 23:35
"Alex Vieira Tesla is the Next Apple Price Target $1,200 @tesla $TSLA $AAPL https://t.co/PgrSNs3sjj",2020/4/9 23:35
RT @TommyThornton: Added back 5 ETF shorts late in the day.  I'll fight the Fed at $SPX 2800 with likely 20% unemployment,2020/4/9 23:34
"RT @dukesealman: @nytimes waking up over 55... &amp; #Covid_19 

“The first thing I think, if you’ve got the symptoms, are you going to live, o…",2020/4/9 23:34
"RT @dukesealman: @guardian #COVID19US #COVID2019 

Since Boris is well tended, where is #GhislaineMaxwell?

#RandyAndy #JeffreyEpstein #Mar…",2020/4/9 23:34
"RT @TylerDurden: The $SPX is now closer to a new all time high than it is to the recent bottom.

Lol",2020/4/9 23:34
RT @iceworks1: @MDLive4 #OptionsTrading 4/9 $SPY $WMT $BAC $M $WYNN $AMD $UAL $IWM data compiled by @iceworks1 follow the link in my bio fo…,2020/4/9 23:34
RT @leadlagreport: Outdoor advertising groups have fallen a lot. #ClearChannel $CCO has dropped over 70% YTD as consumer demand has plummet…,2020/4/9 23:34
RT @RedDogT3: So if schools are staying closed for the rest of the year.  How does business open up in May and June? Who stays home with th…,2020/4/9 23:34
"RT @dukesealman: @althofaarup @algierz @trengriffin Re-drillable  intellectual property is the new oil for a business like Disney

whoever…",2020/4/9 23:34
"@Bucktweet_Say 1. Billionaires should not be wiped out for a ton of reasons. 2. There is 0 evidence any hedge fund has been bailed out in any way. They've been given easier leverage, which encourages them to buy = keep #stocks up to finance the upcoming national wage for those replaced by bots.",2020/4/9 23:34
"RT @dukesealman: @BillWkerbey @TidefallCapital trimming if you take losses
harvesting if you make profits

oh the delicacies ...

$brka $ms…",2020/4/9 23:33
"RT @alert_options: 🪁EASTER SALE🪁
U don’t want to miss out on locking the monthly membership at $119.99 ENDS 4/12 @ 11:59pm est. $googl $nvd…",2020/4/9 23:33
RT @RedDogT3: So if schools are staying closed for the rest of the year.  How does business open up in May and June? Who stays home with th…,2020/4/9 23:33
"Valorant breaks $AMZN's Twitch single-day viewership record with 1.7M concurrent viewers. This is the next big thing.

Riot Games has been fully owned by $TCEHY since 2015

https://t.co/oCixHvbpTo",2020/4/9 23:33
"RT @exis10tial: China’s “second wave” of #COVID19 appears benign (to the extent the data can be validated)..

$SPX https://t.co/Htowen4cYj",2020/4/9 23:33
"📉 Today's Biggest Losers 📉
🥇Micron Technology Inc.
$MU » 46.13 🔽2.16▪️️4.47%
🥈Intel Corporation
$INTC » 57.14 🔽1.84▪️️3.12%
🥉NVIDIA Corporation
$NVDA » 262.95 🔽4▪️️1.5%
Rankings ➡️ https://t.co/T0MctMJTc3
https://t.co/T0MctMJTc3",2020/4/9 23:33
"RT @DKellerCMT: Investors are so optimistic today they're getting... defensive.
$SPX $SPY $XLU $XLRE https://t.co/vkanWhEhUN",2020/4/9 23:33
"$ZVTK looking for acquisitions in IoT, Business Sector Automation, Artificial Intelligence, Digital Healthcare primed to move off chart base.

$TSLA $UBER $TWTR $FB $AAPL $MSFT

#pennystocks #zvtk #zevotek #daytrading #stocks #news https://t.co/Ew0zEZtqpH",2020/4/9 23:33
RT @iceworks1: @MDLive4 #OptionsTrading 4/9 $SPY $WMT $BAC $M $WYNN $AMD $UAL $IWM data compiled by @iceworks1 follow the link in my bio fo…,2020/4/9 23:32
P.S. $SPX $SPY FYI.  The #VIX dropped to 44.25 low on 11-04-2008 during the first bounce lasting more than two days.  Today's $VIX close?  41.67.  The subsequent $SPX decline to 11-21-08 was -26.32%.  Then Santa Clause broug... https://t.co/mgSOjfKMuy,2020/4/9 23:32
"https://t.co/9VjKMnpm7n

#Autoliv_Safety Autoliv up 6.0% = $285.1 million gain. At $4.8 billion marketCap, $ALV represents 10.8% of the $44.1 billion #NASDAQ/#NYSE #auto #parts #equipment industry.

#stockMarket #stocks #trading #market #investing #NASDAQ #NYSE https://t.co/vCBr3LccXb",2020/4/9 23:32
"RT @andrewnyquist: $SPX S&amp;P 500 ""weekly"" chart also shows looming overhead resistance.  #IBDpartner

Bear rally is nearing one of the ""gap""…",2020/4/9 23:32
"China’s “second wave” of #COVID19 appears benign (to the extent the data can be validated)..

$SPX https://t.co/Htowen4cYj",2020/4/9 23:32
"Today, Wall Street adopted the “everyone gets a medal” philosophy. $SPX",2020/4/9 23:32
"RT @permabear_uk: Newmont $NEM soared +13.4% to $57.31, helped via $gold $1754s, and $JPM 'overweight to the $61s. Jefferies like the 'gold…",2020/4/9 23:31
"RT @KobeissiLetter: S&amp;P 500: We are in counter-trend rally #2 of this $SPX bear market. This is HEALTHY before another washout.

Approachin…",2020/4/9 23:31
$FXI https://t.co/ZTIcvY9i8x Pot. intermed bot in Downtrend LONGERTERM Wly-Dly-Hly combo chart $SSEC #stocks https://t.co/GyqMMEaHeE,2020/4/9 23:31
RT @RedDogT3: $spx glance post close with some thoughts. https://t.co/nHHJR0H7V9,2020/4/9 23:31
"RT @DKellerCMT: Investors are so optimistic today they're getting... defensive.
$SPX $SPY $XLU $XLRE https://t.co/vkanWhEhUN",2020/4/9 23:31
Industry analysts predict the $SPX will close above 3200 in the next 12 months.      https://t.co/OyzhcvJISJ https://t.co/xcJGdWYSJs,2020/4/9 23:31
"RT @PeterLBrandt: $SPX 

Load released https://t.co/3X1fasBjBD",2020/4/9 23:31
"RT @KobeissiLetter: S&amp;P 500: $SPX 2008 VS 2020 COMPARISON.

We see a near identical setup now in a three wave bear market as in 2008.

Bega…",2020/4/9 23:30
"RT @QContrarian: here you go... #opec wanted to play games and mess around w/ the US #economy, then they are about to get slapped right bac…",2020/4/9 23:30
