Tweet,Created Date,Retweets,Favourites,Engagement,No of Hashtags,No of User Mentions,No of URLS added,No of Media added,Tweeted Username,Replied To Username,Post Type,Media Type,Is Quote Tweet,Is Retweeted,Language,Country,Location,Location Full Name,Location Type,Hashtags,User Mentions,URLS Used,Media URLS,Name,Username,Created Date (Handles) ,Language (Handles) ,Tweets,Followers,Friends,Favourites (Handles) ,Listed Count,Location (Handles) ,Protected,Verified,URL,Description,Profile Image URL,Account Age in Days,Avg Tweets per day
"Dear Sam “Porter” Bridges in the world, thanks for delivering packages. We gathered all Sam(someone)’s play reaction footage has been streamed with their permission. For those who haven’t yet finished the game or who have, either or, pls enjoy watching! 

#DeathStranding https://t.co/7t8qnDS8JL",2019/12/10 0:11,828,5906,6734,1,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,DeathStranding,,,http://pbs.twimg.com/ext_tw_video_thumb/1204055621143683072/pu/img/ZYz5GGOhBoKu4xDx.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Introducing a small bit of Making Of DEATH STRANDING(sneak preview)

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/PHOI3d7p2a",2019/12/9 16:39,1336,6626,7962,4,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1203941921866936321/pu/img/3XkyJJzyyb2hsvLj.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
And thanks Oscar for the message as well! https://t.co/W3utihRs5C,2019/12/9 15:41,998,7482,8480,0,0,0,4,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/ELU1zIEVAAASE0b.jpg,http://pbs.twimg.com/media/ELU1zIEUEAA1tSg.jpg,http://pbs.twimg.com/media/ELU1zIDVUAAB_R9.jpg,http://pbs.twimg.com/media/ELU1zIDVAAEY9iE.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
Thanks JJ for giving the message on our kitchen board. https://t.co/tFGGmFy6Z0,2019/12/9 15:40,648,5487,6135,0,0,0,4,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/ELU1g78UwAAEBYb.jpg,http://pbs.twimg.com/media/ELU1g77UYAARmIZ.jpg,http://pbs.twimg.com/media/ELU1g77UEAEXgvG.jpg,http://pbs.twimg.com/media/ELU1g78U0AIVQC4.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
J.J. Abrams and Oscar Isaac visited Kojima Productions. https://t.co/XBmLzkcOTZ,2019/12/9 15:37,4597,36123,40720,0,0,0,3,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/ELU0y61U8AAZdlP.jpg,http://pbs.twimg.com/media/ELU0y6zU0AoxqaA.jpg,http://pbs.twimg.com/media/ELU0y60UUAE_ue3.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"All the cakes appeared in DEATH STRANDING is handmade. We scan the real made cakes and after that we enjoyed eating them. 

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/nCWyCxuSfE",2019/12/9 13:45,1853,14447,16300,4,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1203898384777502720/pu/img/NAYiVjQ7tkL1czkl.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
Good morning https://t.co/927B7ATNiB,2019/12/9 9:43,75,1437,1512,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/media/ELTjxlpVUAAkhW7.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
Bought COLDPLAY’s new album “EVERYDAY LIFE”. https://t.co/OX6nvHgMjt,2019/12/8 23:10,229,2127,2356,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/media/ELRTFFrUUAIKHLt.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Bought Danish filmmaker, Carl Theodor Dreyer’s La Passion de Jeanne d'Arc on BD(2K restoration version) https://t.co/eGwDJ2XPkC",2019/12/8 23:10,33,507,540,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/media/ELRS7KsUYAEUFMZ.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"DEATH STRANDING launch trailer 4K available on YouTube. 

#DeathStranding?
#WorldStrandTour2019　#TomorrowIsInYourHands?
https://t.co/LwwBuKBGF4",2019/12/8 16:03,86,920,1006,3,0,1,0,HIDEO_KOJIMA_EN,,Original Tweet,Text,いいえ,いいえ,English,,,,,"DeathStranding,WorldStrandTour2019,TomorrowIsInYourHands",,https://www.youtube.com/watch?v=r58tawoDi3c,,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
Treasure from Budapest https://t.co/JTfCaZWT8D,2019/12/8 16:00,59,821,880,0,0,0,4,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/ELPwce_VUAYVd9f.jpg,http://pbs.twimg.com/media/ELPwce_U0AELNfV.jpg,http://pbs.twimg.com/media/ELPwcfAVUAElBhc.jpg,http://pbs.twimg.com/media/ELPwcfAUcAArO0A.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Alright, I became independent in Dec 2015, but only had the logo and just my dream and vision. When I stayed in the hotel in Osaka at the end of the year, I remember I was about to cry when I saw this welcome cookie in the room. It was too precious to eat so I kept it this way. https://t.co/DqgOAGoZBA",2019/12/7 23:09,1914,16479,18393,0,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/ELMJECTUEAAC5oV.jpg,http://pbs.twimg.com/media/ELMJECUU4AAuzf2.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Dear Sam “Porter” Bridges, thanks for delivering packages today. It’ll be freezing out there so take care of yourself ???????????

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/Tzkoes5rla",2019/12/7 19:53,476,4655,5131,4,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/ELLcNJ1UwAArcKX.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"The 1st day off in 6 weeks. I woke up early to visit the special exhibit of MAN,GOD &amp; NATURE IN THE ANCIENT WORLD. I noticed there’s the Stargazer. https://t.co/RWW5Luz4yn",2019/12/7 14:46,83,1416,1499,0,0,0,3,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/ELKV_0NUUAU9ugm.jpg,http://pbs.twimg.com/media/ELKV_0pUYAADwLn.jpg,http://pbs.twimg.com/media/ELKV_08UUAAoIeQ.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Introducing the making of DEATH STRANDING. The scene of the giant and void out at the beginning. 

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/pj47kgKmyP",2019/12/6 18:51,492,3290,3782,4,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1202888205252448256/pu/img/cR7YP0G80fMQYPLJ.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"A new update on the mid-December patch for DEATH STRANDING! Based on user feedback, the following features are now in testing: cargo transparency when Odradek visibility is obstructed and the ability to dispose of vehicles blocking the way (MULE vehicles cannot be disposed). https://t.co/BrpdPfCyTJ",2019/12/6 17:36,1587,13018,14605,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/ext_tw_video_thumb/1202869381039935489/pu/img/45Z-aCQ7tHMFSyZI.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"It’s been 4 weeks since the launch. To Sam Porter Bridges in the world, thanks for connecting the world. The ones addicted to DS, the ones finished the story, everyone’s connected. 

TOMORROW IS IN YOUR HANDS.

#デススト
#DeathStranding???????
#TomorrowIsInYourHands https://t.co/3ZFDle9Ilt",2019/12/6 8:26,962,6804,7766,3,0,0,4,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デススト,DeathStranding,TomorrowIsInYourHands",,,"http://pbs.twimg.com/media/ELD1ZaAVAAEAl4M.jpg,http://pbs.twimg.com/media/ELD1ZaAVAAAA1cp.jpg,http://pbs.twimg.com/media/ELD1ZaCUcAAXu28.jpg,http://pbs.twimg.com/media/ELD1ZaFUYAEvzzm.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
I didn’t know The Stranglers came to Japan while I was on World Strand Tour. Bought 2019 remastered edition of Aural Sculptures. https://t.co/X5ZBrYagOA,2019/12/5 22:43,22,295,317,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/media/ELBwIjEUcAAbqVd.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
Stopped by Tower Record before the event. Bought MIDGE URE SOUNDTRACK1978-2019 and Nick Cave’s GHOSTEEN. https://t.co/QsRDzsohpa,2019/12/5 22:39,25,439,464,0,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/ELBvK5CUUAA_IGo.jpg,http://pbs.twimg.com/media/ELBvK5bU8AA9Bvb.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Received this gift, thank you very much. 

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/SrUwKVRDcn",2019/12/5 22:38,222,2287,2509,4,0,0,3,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,"http://pbs.twimg.com/media/ELBuxtEUUAAIuy5.jpg,http://pbs.twimg.com/media/ELBuxtYU0AARCMb.jpg,http://pbs.twimg.com/media/ELBuxtyU8AEr-ss.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
Thank you for coming to the event at KINOKUNIYA today. I hope you guys enjoyed our talk session without a moderator... https://t.co/CnT2s1p1RJ,2019/12/5 22:36,105,1172,1277,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/media/ELBuhmeVAAAeMsk.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"The novel I got hooked the most this year was by Karin Slaughter. The Will Trent series is the one I like the most, and the new episode The Kept Woman is releasing in Japan on 12/16 that I gave a quote for. it’s a series but you can start from any episode. I guarantee it’s fun. https://t.co/2hBtnPsqgg",2019/12/5 17:38,39,405,444,0,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/ELAqNCtUEAMmxrH.jpg,http://pbs.twimg.com/media/ELAqNCtUcAApNaw.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
Received the pamphlet of DAWN OF THE DEAD which is now showing in the theater Japan. I wrote a quote for this movie and you can see it in the pamphlet as well. https://t.co/AYNyLRvrdX,2019/12/5 17:32,49,724,773,0,0,0,3,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/ELAozZBUEAEBPU1.jpg,http://pbs.twimg.com/media/ELAozZBUYAAiXhv.jpg,http://pbs.twimg.com/media/ELAozZCUEAAP--W.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"The ending song “DEATH STRANDING” by CHVRCHES. You get more emotional when you hear this tune at the ending. 

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/F9EzJrhpIF",2019/12/5 13:19,1036,5778,6814,4,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1202442225373736961/pu/img/v3GwsYepD7zhRxlY.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
With Makoto Tezuka. It’s been 2 years since the last time we got together. https://t.co/RWYVP4P8Qg,2019/12/4 22:27,79,1399,1478,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/media/EK8i4AQUYAEc31K.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"On this Dec 16th, we will be celebrating the 4th anniversary of Kojima Productions. We just visited the first room we rented when we started 4 years ago. This is the origin of Kojima Production and Death Stranding. Everything has started from here. https://t.co/LQGGbxo83s",2019/12/4 17:40,1673,11535,13208,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/ext_tw_video_thumb/1202145454005211137/pu/img/Xue-a3hLJVG_Z5Nf.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
DED STRANDING (DEATH STRANDING ANIMATION) https://t.co/ErQjt0fBdI @YouTubeさんから,2019/12/4 16:56,160,1118,1278,0,1,1,0,HIDEO_KOJIMA_EN,,Original Tweet,Text,いいえ,いいえ,Japanese,,,,,,YouTube,https://youtu.be/rq5U6l6J1Xs,,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Watched French Anime, “J'ai perdu mon corps”. I had this special feeling inside me, it’s ephemeral, painful &amp; beautiful. It’s something only able to express anime. The theme of HAND that connects to DS/MGS. It’s the film of phantom pain but also of the connection. Wanna buy OST. https://t.co/Tayyzco7NW",2019/12/4 8:11,926,5678,6604,0,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/EK5e6lKUUAAdSdg.jpg,http://pbs.twimg.com/media/EK5e6lNUYAA_5N0.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
Good morning. https://t.co/mwoWlFNy4Z,2019/12/3 8:51,367,5279,5646,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/media/EK0eZYpXUAA9qml.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Watched The Irishman. Scorsese who taught me what the film is about, how wonderful it is and how to live thru the film in my teen age and De Niro, my hero once again taught us the power of the creation. I was bit worried about their condition due to aging but was needless. https://t.co/b97yM0kT9g",2019/12/3 7:45,1727,13149,14876,0,0,0,3,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/EK0PYrMUYAAxME9.jpg,http://pbs.twimg.com/media/EK0PYrIUcAArUAy.jpg,http://pbs.twimg.com/media/EK0PYrLU0AAGhFH.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
I just noticed that I haven’t taken any day off since end of October..,2019/12/2 17:09,833,17873,18706,0,0,0,0,HIDEO_KOJIMA_EN,,Original Tweet,Text,いいえ,いいえ,English,,,,,,,,,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Bought BD-BOX of Kubrick’s earlier masterpiece titles, “Killer’s Kiss”, “The Killing” and “Paths of Glory”. https://t.co/PsuCTVvcuL",2019/12/2 10:14,77,1159,1236,0,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/EKvny5-U0AA9esg.jpg,http://pbs.twimg.com/media/EKvny6AUwAABpSl.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Dear Sam “Porter” Bridges, 
#DeathStranding?has been nominated at #TheGameAwards??  
for 9 categories including GAME OF THE YEAR. You can vote once a day at here. 
Google: 
https://t.co/fVxyQNaWvI
The Game Awards:
https://t.co/5XdtxPkqCQ

#デスストでつながれ
#デススト https://t.co/AhwW8tx828",2019/12/2 10:05,196,1293,1489,4,0,2,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,"DeathStranding,TheGameAwards,デスストでつながれ,デススト",,"http://goo.gle/TGAVOTE,http://thegameawards.com/nominees",http://pbs.twimg.com/ext_tw_video_thumb/1201306228841799680/pu/img/eHQgT6kj1GBhmIWm.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Good morning. It’s raining here. Thanks for delivering packages???????????

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/C6FaIOx4qd",2019/12/2 10:02,193,2307,2500,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EKvlFETU8AAa6R1.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
4 hours of delay.... https://t.co/pUKj7dmDvn,2019/12/1 17:10,135,4658,4793,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/media/EKr9b2tUUAE59RV.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Good morning ???????????

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/bqeQFDNYDr",2019/12/1 9:22,222,2822,3044,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EKqSSsdVAAAYDCu.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
